"mni_no","case_no","booking_no","arresting_agency","booking_date","release_date","bail_type","bail_amt"
"000557364","13DV00294",13002789,OVERLAND PARK P.D.,2013-03-10 00:00:00,2013-03-11 00:00:00,PR,2500.00
"000656206","13DV00290",13002793,OVERLAND PARK P.D.,2013-03-11 00:00:00,2013-03-11 00:00:00,PR,2500.00
"000487609","13DV00289",13002794,OVERLAND PARK P.D.,2013-03-11 00:00:00,2013-03-11 00:00:00,PR,2500.00
"000439749","13DV00292",13002795,OVERLAND PARK P.D.,2013-03-11 00:00:00,2013-04-16 00:00:00,,
"000621544","13DV00285",13002796,SHAWNEE P.D.,2013-03-11 00:00:00,2013-03-12 00:00:00,PR,2000.00
"000656210","13DV00304",13002802,OVERLAND PARK P.D.,2013-03-11 00:00:00,2013-03-12 00:00:00,SUR,7500.00
"000656211","13DV00305",13002803,OVERLAND PARK P.D.,2013-03-11 00:00:00,2013-03-12 00:00:00,SUR,3500.00
"000609502","13CR00503",13002804,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-11 00:00:00,2013-03-31 00:00:00,SUR,10000.00
"000354297","13DV00273",13002810,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-11 00:00:00,2013-03-11 00:00:00,CA,10000.00
"000439474","13CR00482",13002812,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-11 00:00:00,2013-03-11 00:00:00,SUR,1000.00
"000637981","13CR00351",13002814,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-11 00:00:00,2013-03-11 00:00:00,CA,1000.00
"000424151","12CR02316",13002819,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-11 00:00:00,2013-03-11 00:00:00,SUR,1500.00
"000395164","13CR00481",13002820,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-11 00:00:00,2013-03-15 00:00:00,SUR,5000.00
"000438134","13DV00306",13002822,OLATHE P.D.,2013-03-11 00:00:00,2013-03-13 00:00:00,SUR,1500.00
"000255042","13CR00534",13002825,MISSION P.D.,2013-03-11 00:00:00,2013-11-19 00:00:00,,
"000650823","13CR00521",13002827,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-11 00:00:00,2013-03-11 00:00:00,SUR,5000.00
"000477322","13DV00307",13002840,OLATHE P.D.,2013-03-12 00:00:00,2013-03-13 00:00:00,SUR,2500.00
"000656246","13DV00303",13002842,LENEXA P.D.,2013-03-12 00:00:00,2013-03-12 00:00:00,PR,2500.00
"000068803","13CR00533",13002845,MISSION P.D.,2013-03-12 00:00:00,2013-03-12 00:00:00,SUR,25000.00
"000268500","13CR00529",13002850,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-12 00:00:00,2013-03-12 00:00:00,SUR,7500.00
"000492210","13DV00311",13002860,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-12 00:00:00,2013-03-13 00:00:00,SUR,1000.00
"000535561","13CR00226",13002862,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-12 00:00:00,2013-04-24 00:00:00,PR,3500.00
"000067594","12CR00959",13002864,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-12 00:00:00,2013-06-20 00:00:00,SUR,0.00
"000599421","13CR00542",13002872,SHAWNEE P.D.,2013-03-12 00:00:00,2013-03-13 00:00:00,SUR,5000.00
"000656369","13CR00544",13002873,OVERLAND PARK P.D.,2013-03-12 00:00:00,2013-03-13 00:00:00,SUR,5000.00
"000080729","13DV00309",13002876,OVERLAND PARK P.D.,2013-03-12 00:00:00,2013-03-13 00:00:00,PR,2500.00
"000656372","13DV00312",13002878,GARDNER P.D.,2013-03-13 00:00:00,2013-03-13 00:00:00,PR,2500.00
"000604463","13CR00546",13002882,OVERLAND PARK P.D.,2013-03-13 00:00:00,2013-05-12 00:00:00,CA,2000.00
"000565622","13CR00547",13002883,OVERLAND PARK P.D.,2013-03-13 00:00:00,2013-08-06 00:00:00,,
"000656373","13DV00310",13002884,OLATHE P.D.,2013-03-13 00:00:00,2013-03-13 00:00:00,SUR,1500.00
"000307482","13DV00308",13002885,OVERLAND PARK P.D.,2013-03-13 00:00:00,2013-03-13 00:00:00,PR,2500.00
"000605780","13CR00543",13002886,LENEXA P.D.,2013-03-13 00:00:00,2013-03-22 00:00:00,CA,3500.00
"000656374","13CR00545",13002888,MISSION P.D.,2013-03-13 00:00:00,2013-03-13 00:00:00,PR,1500.00
"000436798","13CR00541",13002890,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-13 00:00:00,2013-03-13 00:00:00,SUR,1750.00
"000072020","13DV00313",13002893,LENEXA P.D.,2013-03-13 00:00:00,2013-03-13 00:00:00,SUR,1500.00
"000606417","10CR02957",13002897,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-13 00:00:00,2013-03-13 00:00:00,SUR,15000.00
"000183068","12CR02656",13002902,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-13 00:00:00,2013-04-29 00:00:00,,
"000655975","13CR00519",13002903,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-13 00:00:00,2013-03-13 00:00:00,SUR,5000.00
"000467308","13CR00517",13002912,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-13 00:00:00,2013-03-13 00:00:00,SUR,5000.00
"000656439","13CR00549",13002915,KANSAS HIGHWAY PATROL,2013-03-13 00:00:00,2013-03-21 00:00:00,PR,1000.00
"000345975","13CR00548",13002922,SHAWNEE P.D.,2013-03-13 00:00:00,2013-03-14 00:00:00,SUR,3500.00
"000656447","13DV00314",13002933,OVERLAND PARK P.D.,2013-03-14 00:00:00,2013-03-14 00:00:00,PR,2500.00
"000647420","13CR00235",13002941,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-14 00:00:00,2013-03-14 00:00:00,SUR,1500.00
"000145800","13CR00026",13002944,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-14 00:00:00,2013-03-14 00:00:00,SUR,10000.00
"000339176","13CR00504",13002946,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-14 00:00:00,2013-03-14 00:00:00,SUR,3500.00
"000279077","13DV00316",13002960,GARDNER P.D.,2013-03-14 00:00:00,2013-03-15 00:00:00,PR,2500.00
"000389705","13CR00535",13002965,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-14 00:00:00,2013-03-14 00:00:00,SUR,5000.00
"000338205","13CR00516",13002969,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-14 00:00:00,2013-03-14 00:00:00,SUR,3500.00
"000295900","13CR00402",13002972,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-14 00:00:00,2013-04-19 00:00:00,PR,2000.00
"000654729","13DV00315",13002975,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-14 00:00:00,2013-03-14 00:00:00,SUR,3500.00
"000656488","13DV00317",13002979,SPRING HILL P.D.,2013-03-14 00:00:00,2013-03-15 00:00:00,PR,2500.00
"000643043","12CR01739",13002980,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-14 00:00:00,2013-03-16 00:00:00,SUR,10000.00
"000617475","13DV00261",13002981,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-14 00:00:00,2013-08-27 00:00:00,,
"000655426","13CR00555",13002999,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-15 00:00:00,2013-03-15 00:00:00,SUR,5000.00
"000655579","13CR00416",13003003,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-15 00:00:00,2013-03-15 00:00:00,SUR,1500.00
"000386737","13CR00562",13003004,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-15 00:00:00,2013-03-15 00:00:00,SUR,5000.00
"000379333","13DV00318",13003040,OVERLAND PARK P.D.,2013-03-16 00:00:00,2013-03-16 00:00:00,PR,1500.00
"000656534","13CR00572",13003042,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-16 00:00:00,2013-03-18 00:00:00,GPS,1500.00
"000406109","13DV00320",13003044,LENEXA P.D.,2013-03-16 00:00:00,2013-03-16 00:00:00,SUR,5000.00
"000375702","13DV00319",13003045,OVERLAND PARK P.D.,2013-03-16 00:00:00,2013-03-16 00:00:00,SUR,2500.00
"000656542","13CR00576",13003056,SHAWNEE P.D.,2013-03-16 00:00:00,2013-03-28 00:00:00,PR,1000.00
"000471793","13DV00325",13003060,OVERLAND PARK P.D.,2013-03-16 00:00:00,2013-03-18 00:00:00,SUR,1000.00
"000656546","13DV00340",13003061,OVERLAND PARK P.D.,2013-03-16 00:00:00,2013-03-18 00:00:00,PR,2500.00
"000517250","13DV00331",13003062,LENEXA P.D.,2013-03-16 00:00:00,2013-03-18 00:00:00,SUR,2500.00
"000656547","13DV00334",13003064,OLATHE P.D.,2013-03-16 00:00:00,2013-03-18 00:00:00,SUR,0.00
"000656548","13CR00591",13003067,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-17 00:00:00,2013-03-17 00:00:00,GPS,1000.00
"000656549","13DV00335",13003070,SHAWNEE P.D.,2013-03-17 00:00:00,2013-03-18 00:00:00,PR,1500.00
"000552695","13DV00332",13003073,OLATHE P.D.,2013-03-17 00:00:00,2013-04-17 00:00:00,,
"000656553","13DV00321",13003077,PRAIRIE VILLAGE P.D.,2013-03-17 00:00:00,2013-03-18 00:00:00,PR,2500.00
"000585681","13DV00326",13003079,SHAWNEE P.D.,2013-03-17 00:00:00,2013-03-20 00:00:00,SUR,1500.00
"000616260","13DV00333",13003085,OLATHE P.D.,2013-03-17 00:00:00,2013-03-18 00:00:00,SUR,10000.00
"000134467","13CR00574",13003086,LEAWOOD P.D.,2013-03-17 00:00:00,2013-03-18 00:00:00,SUR,5000.00
"000319719","13CR00577",13003087,OLATHE P.D.,2013-03-17 00:00:00,2013-04-01 00:00:00,SUR,1000.00
"000517420","13CR00579",13003088,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-17 00:00:00,2013-03-18 00:00:00,SUR,1500.00
"000656556","13CR00575",13003089,OLATHE P.D.,2013-03-17 00:00:00,2013-03-19 00:00:00,SUR,5000.00
"000068675","13DV00330",13003095,OLATHE P.D.,2013-03-18 00:00:00,2013-03-18 00:00:00,SUR,3500.00
"000656560","13DV00328",13003098,PRAIRIE VILLAGE P.D.,2013-03-18 00:00:00,2013-03-18 00:00:00,PR,2500.00
"000350317","13DV00343",13003099,LENEXA P.D.,2013-03-18 00:00:00,2013-06-11 00:00:00,SUR,1000.00
"000359297","13DV00327",13003100,MISSION P.D.,2013-03-18 00:00:00,2013-03-18 00:00:00,SUR,1500.00
"000411579","13DV00329",13003101,OVERLAND PARK P.D.,2013-03-18 00:00:00,2013-03-18 00:00:00,PR,1500.00
"000076884","13CR00578",13003103,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-18 00:00:00,2014-03-12 00:00:00,,
"000656562","13DV00342",13003104,OVERLAND PARK P.D.,2013-03-18 00:00:00,2013-03-19 00:00:00,PR,1500.00
"000655925","13CR00537",13003105,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-18 00:00:00,2013-03-18 00:00:00,SUR,5000.00
"000458714","13CR00391",13003111,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-18 00:00:00,2013-03-19 00:00:00,SUR,10000.00
"000650017","13CR00485",13003114,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-18 00:00:00,2013-03-23 00:00:00,SUR,2000.00
"000259494","13CR00425",13003118,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-18 00:00:00,2013-03-28 00:00:00,CA,1000.00
"000581805","13CR00064",13003119,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-18 00:00:00,2013-03-18 00:00:00,SUR,5000.00
"000298374","12CR01710",13003120,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-18 00:00:00,2013-04-01 00:00:00,SUR,5000.00
"000475968","13CR00559",13003121,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-18 00:00:00,2013-03-18 00:00:00,SUR,2500.00
"000603717","13CR00557",13003124,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-18 00:00:00,2013-03-18 00:00:00,PR,1500.00
"000656616","13CR00592",13003129,OVERLAND PARK P.D.,2013-03-18 00:00:00,2013-03-22 00:00:00,SUR,7500.00
"000149467","13CR00563",13003130,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-18 00:00:00,2013-03-18 00:00:00,SUR,25000.00
"000541708","12CR02030",13003143,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-18 00:00:00,2013-03-18 00:00:00,SUR,2500.00
"000633667","13DV00344",13003152,OLATHE P.D.,2013-03-19 00:00:00,2013-03-19 00:00:00,SUR,1500.00
"000513012","13CR00593",13003153,OVERLAND PARK P.D.,2013-03-19 00:00:00,2013-03-22 00:00:00,CA,5000.00
"000523553","13CR00179",13003164,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-19 00:00:00,2013-03-19 00:00:00,SUR,1000.00
"000649075","12CR02552",13003173,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-19 00:00:00,2013-03-28 00:00:00,SUR,1000.00
"000650898","13CR00601",13003175,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-19 00:00:00,2013-09-14 00:00:00,,
"000186166","13CR00431",13003179,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-19 00:00:00,2013-03-19 00:00:00,SUR,1500.00
"000506613","13CR00163",13003181,OLATHE P.D.,2013-03-19 00:00:00,2013-04-04 00:00:00,PR,7500.00
"000656712","13DV00347",13003182,OVERLAND PARK P.D.,2013-03-19 00:00:00,2013-03-24 00:00:00,SUR,2500.00
"000329761","13CR00602",13003183,OLATHE P.D.,2013-03-19 00:00:00,2013-03-30 00:00:00,SUR,5000.00
"000499201","13DV00346",13003191,OVERLAND PARK P.D.,2013-03-20 00:00:00,2013-03-20 00:00:00,PR,2500.00
"000641272","12CR01039",13003192,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-20 00:00:00,2013-05-15 00:00:00,,
"000462604","13DV00345",13003193,OVERLAND PARK P.D.,2013-03-20 00:00:00,2013-03-20 00:00:00,PR,2500.00
"000563186","13DV00348",13003198,MERRIAM P.D.,2013-03-20 00:00:00,2013-03-20 00:00:00,SUR,1000.00
"000540415","13DV00338",13003199,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-20 00:00:00,2013-04-02 00:00:00,SUR,2500.00
"000567914","12CR01253",13003207,OVERLAND PARK P.D.,2013-03-20 00:00:00,2013-03-20 00:00:00,SUR,5000.00
"000061935","13CR00492",13003213,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-20 00:00:00,2013-03-20 00:00:00,SUR,2000.00
"000562103","13CR00560",13003215,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-20 00:00:00,2013-09-17 00:00:00,,
"000600108","13CR00587",13003221,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-20 00:00:00,2013-06-25 00:00:00,PR,100000.00
"000587395","12CR02666",13003222,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-20 00:00:00,2013-03-20 00:00:00,SUR,2500.00
"000150765","12CR02589",13003223,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-20 00:00:00,2013-03-25 00:00:00,SUR,5000.00
"000636270","13CR00612",13003224,LEAWOOD P.D.,2013-03-20 00:00:00,2013-03-22 00:00:00,SUR,5000.00
"000068089","13CR00613",13003225,LENEXA P.D.,2013-03-20 00:00:00,2013-03-22 00:00:00,SUR,5000.00
"000013736","13CR00565",13003226,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-20 00:00:00,2013-03-21 00:00:00,PR,1500.00
"000417249","13DV00351",13003227,OLATHE P.D.,2013-03-20 00:00:00,2013-03-21 00:00:00,PR,2500.00
"000656014","13CR00597",13003228,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-21 00:00:00,2013-03-21 00:00:00,SUR,5000.00
"000621617","13CR00611",13003232,SHAWNEE P.D.,2013-03-21 00:00:00,2013-03-21 00:00:00,SUR,5000.00
"000538368","13CR00614",13003235,MERRIAM P.D.,2013-03-21 00:00:00,2013-03-21 00:00:00,SUR,5000.00
"000656743","13DV00350",13003236,OVERLAND PARK P.D.,2013-03-21 00:00:00,2013-04-26 00:00:00,,
"000616420","13DV00354",13003238,OVERLAND PARK P.D.,2013-03-21 00:00:00,2013-03-22 00:00:00,SUR,5000.00
"000146001","13DV00359",13003241,OLATHE P.D.,2013-03-21 00:00:00,2013-03-27 00:00:00,SUR,5000.00
"000503498","13DV00339",13003242,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-21 00:00:00,2013-03-21 00:00:00,SUR,2500.00
"000087031","13CR01734",13003245,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-21 00:00:00,2014-01-22 00:00:00,,
"000440428","13DV00357",13003248,OVERLAND PARK P.D.,2013-03-21 00:00:00,2013-04-23 00:00:00,PR,1500.00
"000650608","13CR00610",13003255,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-21 00:00:00,2013-06-29 00:00:00,,
"000561800","13CR00564",13003258,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-21 00:00:00,2013-03-21 00:00:00,SUR,3500.00
"000181869","13CR00607",13003264,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-21 00:00:00,2013-03-22 00:00:00,SUR,2500.00
"000509130","13CR00620",13003265,OLATHE P.D.,2013-03-21 00:00:00,2013-03-22 00:00:00,SUR,3000.00
"000100966","13CR00619",13003266,LEAWOOD P.D.,2013-03-21 00:00:00,2013-04-02 00:00:00,SUR,100000.00
"000656802","13DV00356",13003268,OLATHE P.D.,2013-03-21 00:00:00,2013-03-22 00:00:00,PR,1500.00
"000345838","13CR00617",13003269,LENEXA P.D.,2013-03-21 00:00:00,2013-03-22 00:00:00,SUR,10000.00
"000412408","13CR00618",13003270,LENEXA P.D.,2013-03-21 00:00:00,2013-03-23 00:00:00,SUR,10000.00
"000536268","13DV00355",13003271,OLATHE P.D.,2013-03-22 00:00:00,2013-03-22 00:00:00,SUR,1500.00
"000501771","13DV00358",13003273,LENEXA P.D.,2013-03-22 00:00:00,2013-03-22 00:00:00,SUR,1500.00
"000647458","12DV01326",13003284,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-22 00:00:00,2013-03-22 00:00:00,SUR,1500.00
"000409728","13CR00590",13003297,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-22 00:00:00,2013-03-22 00:00:00,SUR,10000.00
"000377101","13CR00624",13003299,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-22 00:00:00,2013-03-22 00:00:00,SUR,5000.00
"000388737","13DV00362",13003308,OLATHE P.D.,2013-03-22 00:00:00,2013-03-23 00:00:00,ORCD,1000.00
"000075597","13DV00365",13003310,LENEXA P.D.,2013-03-22 00:00:00,2013-03-23 00:00:00,SUR,1500.00
"000577274","13CR00627",13003315,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-23 00:00:00,2013-03-23 00:00:00,,
"000301066","13DV00366",13003323,PRAIRIE VILLAGE P.D.,2013-03-23 00:00:00,2013-03-23 00:00:00,SUR,1500.00
"000656844","13CR00625",13003325,OVERLAND PARK P.D.,2013-03-23 00:00:00,2013-03-23 00:00:00,SUR,2500.00
"000525784","13DV00363",13003326,OLATHE P.D.,2013-03-23 00:00:00,2013-03-23 00:00:00,ORCD,1000.00
"000580427","13DV00367",13003327,SHAWNEE P.D.,2013-03-23 00:00:00,2013-04-08 00:00:00,SUR,1500.00
"000276987","13DV00364",13003329,SHAWNEE P.D.,2013-03-23 00:00:00,2013-03-23 00:00:00,SUR,2500.00
"000251948","13DV00368",13003330,OLATHE P.D.,2013-03-23 00:00:00,2013-03-23 00:00:00,SUR,1500.00
"000611429","13DV00369",13003331,OVERLAND PARK P.D.,2013-03-23 00:00:00,2013-03-25 00:00:00,SUR,3500.00
"000278642","13CR00595",13003332,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-23 00:00:00,2013-03-23 00:00:00,SUR,10000.00
"000654746","13DV00370",13003333,OLATHE P.D.,2013-03-23 00:00:00,2013-03-28 00:00:00,SUR,10000.00
"000482645","13DV00324",13003336,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-23 00:00:00,2013-03-23 00:00:00,SUR,5000.00
"000357091","13CR00626",13003339,KANSAS HIGHWAY PATROL,2013-03-23 00:00:00,2013-03-24 00:00:00,SUR,1000.00
"000656848","13DV00371",13003341,OVERLAND PARK P.D.,2013-03-24 00:00:00,2013-03-25 00:00:00,PR,2500.00
"000451786","13DV00372",13003346,OLATHE P.D.,2013-03-24 00:00:00,2013-03-28 00:00:00,SUR,1000.00
"000311127","13CR00640",13003368,OLATHE P.D.,2013-03-25 00:00:00,2013-03-26 00:00:00,SUR,3500.00
"000345258","13DV00323",13003371,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-25 00:00:00,2013-03-26 00:00:00,CA,1500.00
"000407499","13DV00244",13003374,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-25 00:00:00,2013-03-25 00:00:00,CA,1000.00
"000257175","13CR00639",13003376,LEAWOOD P.D.,2013-03-25 00:00:00,2013-03-26 00:00:00,SUR,3500.00
"000656889","13CR00641",13003378,SHAWNEE P.D.,2013-03-25 00:00:00,2013-03-26 00:00:00,PR,2500.00
"000513830","06CR01961",13003379,OLATHE P.D.,2013-03-25 00:00:00,2013-04-10 00:00:00,PR,750.00
"000655926","13CR00538",13003382,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-25 00:00:00,2013-03-25 00:00:00,CA,2500.00
"000332822","13DV00375",13003386,GARDNER P.D.,2013-03-25 00:00:00,2013-03-26 00:00:00,SUR,1000.00
"000283518","13DV00376",13003389,MERRIAM P.D.,2013-03-26 00:00:00,2013-03-26 00:00:00,ORCD,1500.00
"000644003","12CR01989",13003394,LEAWOOD P.D.,2013-03-26 00:00:00,2013-03-27 00:00:00,SUR,3500.00
"000347715","13CR00531",13003395,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-26 00:00:00,2013-03-27 00:00:00,SUR,5000.00
"000055179","13CR00582",13003396,OLATHE P.D.,2013-03-26 00:00:00,2013-03-26 00:00:00,SUR,1000.00
"000656904","13DV00378",13003397,OVERLAND PARK P.D.,2013-03-26 00:00:00,2013-03-27 00:00:00,PR,2500.00
"000630484","13CR00605",13003398,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-26 00:00:00,2013-03-27 00:00:00,SUR,5000.00
"000618739","13CR00661",13003404,LENEXA P.D.,2013-03-26 00:00:00,2013-04-04 00:00:00,PR,5000.00
"000656910","13CR00660",13003405,LENEXA P.D.,2013-03-26 00:00:00,2013-05-24 00:00:00,,
"000656721","13DV00373",13003407,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-26 00:00:00,2013-03-26 00:00:00,CA,3500.00
"000199224","13CR00757",13003410,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-26 00:00:00,2013-04-18 00:00:00,PR,1500.00
"000654553","13CR00276",13003414,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-26 00:00:00,2013-03-28 00:00:00,SUR,2500.00
"000535430","13CR00634",13003416,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-26 00:00:00,2013-03-26 00:00:00,SUR,25000.00
"000183717","13CR00652",13003418,OLATHE P.D.,2013-03-26 00:00:00,2013-03-27 00:00:00,SUR,5000.00
"000514281","13DV00379",13003429,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-27 00:00:00,2013-04-04 00:00:00,SUR,1000.00
"000656929","13CR00662",13003430,LENEXA P.D.,2013-03-27 00:00:00,2013-03-28 00:00:00,SUR,5000.00
"000656930","13DV00380",13003431,LENEXA P.D.,2013-03-27 00:00:00,2013-03-27 00:00:00,SUR,7500.00
"000429620","13CR00650",13003432,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-27 00:00:00,2013-03-27 00:00:00,SUR,1000.00
"000656933","13DV00381",13003434,OLATHE P.D.,2013-03-27 00:00:00,2013-05-13 00:00:00,,
"000570193","13DV00385",13003439,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-27 00:00:00,2013-03-28 00:00:00,SUR,1500.00
"000503498","13DV00384",13003442,LENEXA P.D.,2013-03-27 00:00:00,2013-03-28 00:00:00,SUR,2500.00
"000651302","13DV00374",13003448,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-27 00:00:00,2013-03-27 00:00:00,SUR,5000.00
"000602748","13CR00344",13003456,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-27 00:00:00,2013-03-27 00:00:00,PR,3500.00
"000657002","13CR00664",13003471,OVERLAND PARK P.D.,2013-03-28 00:00:00,2013-04-01 00:00:00,SUR,10000.00
"000525484","13DV00383",13003476,OVERLAND PARK P.D.,2013-03-28 00:00:00,2013-04-23 00:00:00,,
"000414556","13DV00382",13003477,SHAWNEE P.D.,2013-03-28 00:00:00,2013-04-05 00:00:00,SUR,1500.00
"000601467","12CR01316",13003491,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-28 00:00:00,2013-03-28 00:00:00,CA,5000.00
"000481703","13CR00637",13003492,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-28 00:00:00,2013-03-28 00:00:00,CA,5000.00
"000514453","13CR00675",13003495,SHAWNEE P.D.,2013-03-28 00:00:00,2013-10-22 00:00:00,,
"000657045","13CR00677",13003499,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-28 00:00:00,2013-03-29 00:00:00,PR,1500.00
"000652327","13CR00603",13003503,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-28 00:00:00,2013-03-28 00:00:00,SUR,5000.00
"000656521","13CR00654",13003508,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-28 00:00:00,2013-03-28 00:00:00,SUR,1500.00
"000566243","13CR00676",13003510,OVERLAND PARK P.D.,2013-03-28 00:00:00,2013-03-29 00:00:00,CA,100.00
"000396310","13CR00678",13003515,SPRING HILL P.D.,2013-03-29 00:00:00,2013-03-29 00:00:00,SUR,1500.00
"000369591","13DV00388",13003517,SHAWNEE P.D.,2013-03-29 00:00:00,2013-05-07 00:00:00,,
"000572046","13CR00679",13003518,OVERLAND PARK P.D.,2013-03-29 00:00:00,2013-04-01 00:00:00,SUR,2500.00
"000347225","13DV00389",13003519,SHAWNEE P.D.,2013-03-29 00:00:00,2013-03-29 00:00:00,PR,2500.00
"000566403","13DV00390",13003520,OVERLAND PARK P.D.,2013-03-29 00:00:00,2013-03-29 00:00:00,ORCD,1500.00
"000657080","13CR00680",13003533,KANSAS HIGHWAY PATROL,2013-03-29 00:00:00,2013-03-29 00:00:00,SUR,1300.00
"000564545","13CR01622",13003536,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-29 00:00:00,2014-09-22 00:00:00,,
"000656386","13DV00404",13003537,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-29 00:00:00,2013-06-04 00:00:00,PR,5000.00
"000262902","13CR00667",13003538,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-29 00:00:00,2013-03-30 00:00:00,SUR,25000.00
"000106464","13CR00666",13003545,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2013-03-29 00:00:00,2013-03-29 00:00:00,SUR,25000.00
